page,number,name,price,url
1,34,Продам ноутбук не робочий,1 500 грн.,https://www.olx.ua//d/obyavlenie/prodam-noutbuk-ne-robochiy-IDSG1Wl.html
1,35,Ноутбук Asus tuf gaming f15,18 000 грн.,https://www.olx.ua//d/obyavlenie/noutbuk-asus-tuf-gaming-f15-IDSmPOu.html
1,36,Продам ноутбук бу,950 грн.,https://www.olx.ua//d/obyavlenie/prodam-noutbuk-bu-IDSFfSO.html
1,37,Ноутбук ASU’s в хорошому робочому стані,1 250 грн.,https://www.olx.ua//d/obyavlenie/noutbuk-asus-v-horoshomu-robochomu-stan-IDSFKCo.html
1,38,Ноутбук ASUS ROG G75VW,10 000 грн.Договорная,https://www.olx.ua//d/obyavlenie/noutbuk-asus-rog-g75vw-IDSFXrp.html
1,39,Ігровий ноутбук Lenovo в хорошому стані!! GTX660 (4GB)!! Гарантія!!,6 400 грн.Договорная,https://www.olx.ua//d/obyavlenie/groviy-noutbuk-lenovo-v-horoshomu-stan-gtx660-4gb-garantya-IDSFON9.html
1,40,"Ноутбук 15.6"" FHD Dell Precision M4800 (i7-4810MQ/8/SSD256/K1100M)",9 000 грн.Договорная,https://www.olx.ua//d/obyavlenie/noutbuk-15-6-fhd-dell-precision-m4800-i7-4810mq-8-ssd256-k1100m-IDF09Tn.html
1,41,Macbook pro 13 2016 core i5 2.9ghz 16/256gb touchbar,16 699 грн.,https://www.olx.ua//d/obyavlenie/macbook-pro-13-2016-core-i5-2-9ghz-16-256gb-touchbar-IDSqgO9.html
1,42,Ugreen 7in1 USB TypeC хаб: HDMI 4k60Hz  RJ45 LAN  USB3.0 SD/TF  PD100W,1 400 грн.,https://www.olx.ua//d/obyavlenie/ugreen-7in1-usb-typec-hab-hdmi-4k60hz-rj45-lan-usb3-0-sd-tf-pd100w-IDQFxqV.html
1,43,Продам ноутбук lenovo v580c,250 грн.Договорная,https://www.olx.ua//d/obyavlenie/prodam-noutbuk-lenovo-v580c-IDSG2lp.html
1,44,Ноутбук acer aspire 1,3 700 грн.,https://www.olx.ua//d/obyavlenie/noutbuk-acer-aspire-1-IDSFahF.html
1,45,Ноутбук Acer Predator Helios 300,18 000 грн.,https://www.olx.ua//d/obyavlenie/noutbuk-acer-predator-helios-300-IDSFRPZ.html
1,46,Ноутбук Lenovo IdeaPad Z585,4 000 грн.Договорная,https://www.olx.ua//d/obyavlenie/noutbuk-lenovo-ideapad-z585-IDSFWz2.html
1,47,Потужний ігровий ноутбук core i7  RAM 16GB  SSD 512GB  відеокарта 2гб!,7 500 грн.,https://www.olx.ua//d/obyavlenie/potuzhniy-groviy-noutbuk-core-i7-ram-16gb-ssd-512gb-vdeokarta-2gb-IDSCj2t.html
1,48,Ноутбук Asus j3 -X53S,3 300 грн.,https://www.olx.ua//d/obyavlenie/noutbuk-asus-j3-x53s-IDSFKv1.html
1,49,Ноутбук  Lenovo B590,3 550 грн.,https://www.olx.ua//d/obyavlenie/noutbuk-lenovo-b590-IDSFX8f.html
1,50,Продам ноутбук MSI-16R3,16 500 грн.,https://www.olx.ua//d/obyavlenie/prodam-noutbuk-msi-16r3-IDSFXz3.html
1,51,Продам ігровий ноутбук msi gf65 rtx 3060 i5 під ремонт,19 999 грн.Договорная,https://www.olx.ua//d/obyavlenie/prodam-groviy-noutbuk-msi-gf65-rtx-3060-i5-pd-remont-IDSEwNQ.html
1,52,Ігровий ноутбук HP Pavilion Gaming 15 GTX 1050,13 500 грн.,https://www.olx.ua//d/obyavlenie/groviy-noutbuk-hp-pavilion-gaming-15-gtx-1050-IDSFt0Q.html
2,1,3G 4G модем для ноутбуков HP DELL LENOVO,500 грн.,https://www.olx.ua//d/uk/obyavlenie/3g-4g-modem-dlya-noutbukov-hp-dell-lenovo-IDFUs7X.html
2,2,Apple MacBook Pro 13 2016 i5/8GB/256GB SSD #1596,19 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/apple-macbook-pro-13-2016-i5-8gb-256gb-ssd-1596-IDSAIi3.html
2,3,HP 3165NGW 250 G5,3 000 грн.,https://www.olx.ua//d/uk/obyavlenie/hp-3165ngw-250-g5-IDSDiMI.html
2,4,Ноутбук HP Probook 650 на Core i7 + 8Gb + SSD 128Gb,5 950 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-probook-650-na-core-i7-8gb-ssd-128gb-IDSkQ1e.html
2,5,Швидкий ноутбук Asus,4 500 грн.,https://www.olx.ua//d/uk/obyavlenie/shvidkiy-noutbuk-asus-IDRDOGS.html
2,6,Ноутбук Acer Nitro 5,17 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-acer-nitro-5-IDSBz39.html
2,7,Ноутбук Lenovo,12 500 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-IDSFsTF.html
2,8,Ноутбук  Lenovo B590,2 500 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-b590-IDSruaS.html
2,9,Ноутбук новий 2023рік,7 500 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-noviy-2023rk-IDSpmFA.html
2,10,Ноутбук рабочий.,2 300 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-rabochiy-IDSFOZT.html
2,11,Сенсорный ноутбук HP,3 999 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/sensornyy-noutbuk-hp-IDSzk5X.html
2,12,Продам ноутбук  Lenovo ideapad 15iby,2 450 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-lenovo-ideapad-15iby-IDSFU8c.html
2,13,Ноутбук Леново продам,4 500 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-prodam-IDSFpYn.html
2,14,"Ноутбук 15"" FHD Dell Precision 7520 (i7-6820HQ/32/SSD256/M2200)",14 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-15-fhd-dell-precision-7520-i7-6820hq-32-ssd256-m2200-IDPlnAY.html
2,15,MSI Leopard GP66/I7 10750H/RTX 3070 8GB/RAM 16GB/SSD 512GB/WIN11 PRO,41 500 грн.,https://www.olx.ua//d/uk/obyavlenie/msi-leopard-gp66-i7-10750h-rtx-3070-8gb-ram-16gb-ssd-512gb-win11-pro-IDSxBDX.html
2,16,Чехол-накладка Hard Shell Case для MacBook Pro 13 A1706/A1708/A1989,350 грн.,https://www.olx.ua//d/uk/obyavlenie/chehol-nakladka-hard-shell-case-dlya-macbook-pro-13-a1706-a1708-a1989-IDOZRNW.html
2,17,Ноутбук lenovo ideapad 100-15iby,1 999 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-ideapad-100-15iby-IDSFEXe.html
2,18,Ноутбук HP 255 g8,10 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-255-g8-IDSFxQA.html
2,19,Ноутбук Lenovo B590,1 400 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-b590-IDSqgJy.html
2,20,Продам ігровий ноутбук hp victus rtx 3050 i5 -12450 144 hz,23 800 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-groviy-noutbuk-hp-victus-rtx-3050-i5-12450-144-hz-IDSFzcY.html
2,21,Ноутбук Acer aspire s3,3 500 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-acer-aspire-s3-IDSFA5G.html
2,22,Core i7 3632qm 8  потоков  2 видеокарты  мощный ноутбук,4 999 грн.,https://www.olx.ua//d/uk/obyavlenie/core-i7-3632qm-8-potokov-2-videokarty-moschnyy-noutbuk-IDSFTv0.html
2,23,Ноутбук HP Chromebook 11 G5 EE/hd/11.6/4/16/ГАРАНТІЯ.хороший стан,3 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-chromebook-11-g5-ee-hd-11-6-4-16-garantya-horoshiy-stan-IDSFGxz.html
2,24,Ноутбук ASUS G 750JZ-T410H,15 500 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-asus-g-750jz-t410h-IDSFDh9.html
2,25,Продам ноутбук леново на розборку,2 000 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-lenovo-na-rozborku-IDSFvuF.html
2,26,Ноутбук Lenovo v580,3 200 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-v580-IDSFzMz.html
2,27,"Dell Latitude 5530 15.6""FHD IPS|i5-1240P|16GB|256SSD|АКБ 0%",25 500 грн.,https://www.olx.ua//d/uk/obyavlenie/dell-latitude-5530-15-6-fhd-ips-i5-1240p-16gb-256ssd-akb-0-IDRQ4fB.html
2,28,Гарантія! Новий Ігровий Medion Erazer RTX 4060 8GB/DDR5 16GB/NVMe 1TB,37 999 грн.,https://www.olx.ua//d/uk/obyavlenie/garantya-noviy-groviy-medion-erazer-rtx-4060-8gb-ddr5-16gb-nvme-1tb-IDSreR4.html
2,29,"Dell Latitude E7470 14"" (256GB SSD Core i5-6300U  2.4GHz  8GB.FHD. IPS",7 500 грн.,https://www.olx.ua//d/uk/obyavlenie/dell-latitude-e7470-14-256gb-ssd-core-i5-6300u-2-4ghz-8gb-fhd-ips-IDSDYIb.html
2,30,Ноутбук Sony vaio,1 850 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-sony-vaio-IDSF88l.html
2,31,ноутбук Acer NITRO 5 AN 515-44 (2021),16 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-acer-nitro-5-an-515-44-2021-IDSsNmX.html
2,32,Продаю ноутбук Dell 8gb,4 000 грн.,https://www.olx.ua//d/uk/obyavlenie/prodayu-noutbuk-dell-8gb-IDSFIXx.html
2,33,Ноутбук lenovo ideapad 330,8 900 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-ideapad-330-IDR0eSO.html
2,34,Скидка 50% ‼️ игровой ноутбук Sony,2 790 грн.,https://www.olx.ua//d/uk/obyavlenie/skidka-50-igrovoy-noutbuk-sony-IDRQ8LT.html
2,35,Процессор Core i5 в ноутбук i5 2410m/i5 2540m/i5 3360m/3230m ноутбук,400 грн.,https://www.olx.ua//d/uk/obyavlenie/protsessor-core-i5-v-noutbuk-i5-2410m-i5-2540m-i5-3360m-3230m-noutbuk-IDSG2T3.html
2,36,Ноутбук asus Игровой 1050  17.3/ 16gb RAM/ i5,13 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-asus-igrovoy-1050-17-3-16gb-ram-i5-IDQ9s5w.html
2,37,Ноутбук HP bw 1545ur.,4 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-bw-1545ur-IDSFCBD.html
2,38,Ноутбук Aser aspire 3,8 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-aser-aspire-3-IDSvOow.html
2,39,Продам ноутбук Acer predator,18 999 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-acer-predator-IDSFHHB.html
2,40,Ноутбук Asus ux310ua,11 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-asus-ux310ua-IDSFouD.html
2,41,Lenovo legion 15,40 000 грн.,https://www.olx.ua//d/uk/obyavlenie/lenovo-legion-15-IDSFlui.html
2,42,ASUS ROG Strix Scar Edition GL703GE,25 000 грн.,https://www.olx.ua//d/uk/obyavlenie/asus-rog-strix-scar-edition-gl703ge-IDPfN1b.html
2,43,Новий ноутбук Lenovo Yoga Slim 7 | Дійсна гарантія,25 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noviy-noutbuk-lenovo-yoga-slim-7-dysna-garantya-IDSp0Zo.html
2,44,Знижка 50% ‼️ ігровий ноутбук hp,4 890 грн.,https://www.olx.ua//d/uk/obyavlenie/znizhka-50-groviy-noutbuk-hp-IDSEhMb.html
2,45,Продам ноутбук Mi Notebook Pro 15.6 i5,12 500 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-mi-notebook-pro-15-6-i5-IDSFzMA.html
2,46,Продам игровой ноутбук Asus tuf f15 i5-10300H/gtx 1650,19 500 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-igrovoy-noutbuk-asus-tuf-f15-i5-10300h-gtx-1650-IDS83BD.html
2,47,Ноутбук Sony Vaio PCG-FX401,200 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-sony-vaio-pcg-fx401-IDSFR9G.html
2,48,Ноутбук Acer Aspire 7,18 999 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-acer-aspire-7-IDSFqqm.html
2,49,ноутбук hp probook 4720s,1 700 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-probook-4720s-IDSFYFf.html
2,50,Потужний ігровий НОУТБУК ASUS,10 500 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/potuzhniy-groviy-noutbuk-asus-IDSFzI7.html
2,51,ASUs x509f ноутбук,10 800 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/asus-x509f-noutbuk-IDSFCyC.html
2,52,Ноутбук з прінтером і сканером,2 500 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-z-prnterom-skanerom-IDSED2O.html
3,1,Матрица NT156WHM-N42 NT156WHM-N42 V8.0 NT156WHM-N42 V8.1 NT156WHM-N41,2 025 грн.,https://www.olx.ua//d/uk/obyavlenie/matritsa-nt156whm-n42-nt156whm-n42-v8-0-nt156whm-n42-v8-1-nt156whm-n41-IDSotjl.html
3,2,Ноутбук HP 15.6 AMD e2-7110*ОЗУ 4ГБ* HDD500GB Для роботи  навчання,4 195 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-15-6-amd-e2-7110ozu-4gb-hdd500gb-dlya-roboti-navchannya-IDSrjye.html
3,3,Ноутбук HP Laptop 15,4 500 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-laptop-15-IDSuMMV.html
3,4,Продам Ноутбук Asus M515DA-BQ1256,11 000 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-asus-m515da-bq1256-IDSxXC8.html
3,5,Продам новий ноутбук lenovo ideapad rtx 3050 intel 5-11320,23 500 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-noviy-noutbuk-lenovo-ideapad-rtx-3050-intel-5-11320-IDSFzAr.html
3,6,Ноутбук Dell Inspiron core i3,2 800 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-dell-inspiron-core-i3-IDSG2hh.html
3,7,Продам ноутбук на запчасти.,500 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-na-zapchasti-IDSFyH1.html
3,8,Ноутбук HP EliteBook 8440p,2 850 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-elitebook-8440p-IDSFCv0.html
3,9,Продам Ноутбук Acer,2 500 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-acer-IDSFqnU.html
3,10,потужний і надійний ноутбук Lenovo z50-70,5 300 грн.,https://www.olx.ua//d/uk/obyavlenie/potuzhniy-nadyniy-noutbuk-lenovo-z50-70-IDSFs2x.html
3,11,Ноутбук HP ProBook 6550b. 15.6/ 4ОЗУ/ 320HDD.,3 300 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-probook-6550b-15-6-4ozu-320hdd-IDRMmcO.html
3,12,Продам ноутбук Lenovo,3 000 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-lenovo-IDSEJIl.html
3,13,Продаж ноутбук в робочому стані.,2 900 грн.,https://www.olx.ua//d/uk/obyavlenie/prodazh-noutbuk-v-robochomu-stan-IDSCMCe.html
3,14,Ігровий Asus Rog G751J;i7-4710/8×2 5-3 5/24gb/ssd+hdd/NVIDIA GTX 980M,12 975 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/groviy-asus-rog-g751ji7-4710-82-5-3-5-24gb-ssd-hdd-nvidia-gtx-980m-IDSDFsg.html
3,15,Ультрабук ThinkPad X1 carbon 9gen/i7 1185G7/16/ssd512/LTE/Магазин,32 900 грн.,https://www.olx.ua//d/uk/obyavlenie/ultrabuk-thinkpad-x1-carbon-9gen-i7-1185g7-16-ssd512-lte-magazin-IDS0vOC.html
3,16,Ноутбук HP EliteBook 840 Ultrabook,6 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-elitebook-840-ultrabook-IDSjj0v.html
3,17,Ноутбук Chromebook Dell 11 3189/fullhd/11.6/CeleronN3060/3/24/4ядра,18 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-chromebook-dell-11-3189-fullhd-11-6-celeronn3060-3-24-4yadra-IDSFGU3.html
3,18,Продам ноутбук HP Pavilion dv6,1 600 грн.,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-hp-pavilion-dv6-IDSFKlG.html
3,19,Мультимедийный ноутбук HP,3 900 грн.,https://www.olx.ua//d/uk/obyavlenie/multimediynyy-noutbuk-hp-IDSFQRb.html
3,20,Ноутбук HP dv6 3026er,2 100 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-dv6-3026er-IDSzPBN.html
3,21,Продам Ноутбук acer в неробочому стані,1 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-acer-v-nerobochomu-stan-IDSG4Se.html
3,22,Ноутбук Asus k53sj,2 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-asus-k53sj-IDSFAqF.html
3,23,Ноутбук hp 8540p на запчастини або ремонт,1 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-8540p-na-zapchastini-abo-remont-IDSFZjH.html
3,24,Ноутбук по цене запчастей,1 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-po-tsene-zapchastey-IDSFiRC.html
3,25,Hp игровой ноутбук 17.3 / 16ram / видеокарта 4гб,13 500 грн.,https://www.olx.ua//d/uk/obyavlenie/hp-igrovoy-noutbuk-17-3-16ram-videokarta-4gb-IDSzV9T.html
3,26,"Ноутбук Lenovo m30-70 13.3""/ на відновлення! Артикул m3653",1 599 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-lenovo-m30-70-13-3-na-vdnovlennya-artikul-m3653-IDSFWBE.html
3,27,Продам Ноутбук Lenovo ideapad 330 15IKB + Optibay,7 500 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-lenovo-ideapad-330-15ikb-optibay-IDS0237.html
3,28,Ультрабук Dell latitude 5430 2023/i5(12Gen)ОЗУ16/SSD 512/Магазин/Гара,23 500 грн.,https://www.olx.ua//d/uk/obyavlenie/ultrabuk-dell-latitude-5430-2023-i512genozu16-ssd-512-magazin-gara-IDSlSgJ.html
3,29,"Macbook Air 13"" Core i5/4/128 новий акумулятор",10 500 грн.,https://www.olx.ua//d/uk/obyavlenie/macbook-air-13-core-i5-4-128-noviy-akumulyator-IDQVElZ.html
3,30,ШАРА! Ноутбук Acer не работает,599 грн.,https://www.olx.ua//d/uk/obyavlenie/shara-noutbuk-acer-ne-rabotaet-IDSEQnI.html
3,31,Продам ноутбук ASU’s,6 300 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-asus-IDSFE09.html
3,32,ноутбук HP PROBOOK 4330S,3 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-probook-4330s-IDSFUV2.html
3,33,Ноутбук asus r11cx,600 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-asus-r11cx-IDSBXWZ.html
3,34,Ноутбук HP pavilion dv7 4141ed,1 700 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-pavilion-dv7-4141ed-IDSA08t.html
3,35,Ноутбук Chromebook Dell 3189/11.6 FULL HD/N3060/3GB/SSD 24GB/,3 050 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-chromebook-dell-3189-11-6-full-hd-n3060-3gb-ssd-24gb-IDSFVas.html
3,36,Ноутбук asus X75VB 2ГБ відео/ОЗУ 8ГБ,5 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-asus-x75vb-2gb-vdeo-ozu-8gb-IDS764V.html
3,37,Ноутбук новий,4 200 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-noviy-IDSFOic.html
3,38,Ноутбук самсунг     .,1 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-samsung-IDSFlxH.html
3,39,Ноутбук Asus r540,5 000 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/noutbuk-asus-r540-IDSBLkY.html
3,40,ноутбук HP ELITEBOOK 745 G6 кількість опт шт. роздріб,17 000 грн.,https://www.olx.ua//d/uk/obyavlenie/noutbuk-hp-elitebook-745-g6-klkst-opt-sht-rozdrb-IDOy2b4.html
3,41,Матриця 15.6 40 pin FHD IPS 144hz LM156LF2F03,3 400 грн.,https://www.olx.ua//d/uk/obyavlenie/matritsya-15-6-40-pin-fhd-ips-144hz-lm156lf2f03-IDSzfxT.html
3,42,Open box! Гарантия! MacBook Air M1 2020 8gb|512ssd 100% Аккумулятор,36 000 грн.,https://www.olx.ua//d/uk/obyavlenie/open-box-garantiya-macbook-air-m1-2020-8gb-512ssd-100-akkumulyator-IDSCbz3.html
3,43,Продам ноутбук HP 655 3\500gb,1 600 грн.Договірна,https://www.olx.ua//d/uk/obyavlenie/prodam-noutbuk-hp-655-3-500gb-IDSqFsh.html
